,Title,date added to alvro,type
3DS0800 - Azito 3D (Japan).rar,103.99 MB,2016-01-09 3:01,Rom Secen no rar
0486 - Dasshutsu Adventure - Noroi no Suuretsu (Japan) (eShop).zip,103.81 MB,2016-03-03 16:03,EShop scene no rar
"3DS0995 - How to Train Your Dragon 2 (Europe) (En,Fr,De,Es,It,Pt).rar",103.75 MB,2016-01-11 6:01,Rom Secen no rar
"3DS1461 - Terraria (Europe) (En,Fr,De,Es,It).zip",103.69 MB,2016-05-02 12:05,Rom Secen no rar
3DS0872 - DoraKazu - Nobita no Suuji Daibouken (Japan).rar,103.42 MB,2016-01-09 13:01,Rom Secen no rar
"z023 - Pokemon Rumble World (World) (En,Ja,Fr,De,Es,It) (Rev 1) (eShop).zip",103.26 MB,2016-03-03 17:03,EShop scene no rar
"z110 - Pokemon Rumble World (World) (En,Ja,Fr,De,Es,It) (Rev 1) (eShop).zip",103.26 MB,2016-05-03 2:05,EShop scene no rar
"z020 - Pokemon Rumble World (World) (En,Ja,Fr,De,Es,It) (eShop).zip",103.04 MB,2016-03-03 17:03,EShop scene no rar
"z109 - Pokemon Rumble World (World) (En,Ja,Fr,De,Es,It) (eShop).zip",103.04 MB,2016-05-03 2:05,EShop scene no rar
"0529 - Comic Workshop 2 (Europe) (En,Fr) (eShop).zip",103.03 MB,2016-03-03 16:03,EShop scene no rar
"0347 - Monster Combine TD (Europe) (En,Fr) (eShop).zip",102.96 MB,2016-03-03 14:03,EShop scene no rar
0402 - Simple DL Series Vol. 12 - The Dasshutsu Game - Kiken na 5-tsu no Misshitsu (Japan) (eShop).zip,102.93 MB,2016-03-03 15:03,EShop scene no rar
0286 - Samurai Sword Destiny (Europe) (eShop).zip,102.84 MB,2016-03-03 14:03,EShop scene no rar
z330 - Samurai Sword Destiny (USA) (eShop).zip,102.81 MB,2016-05-03 3:05,EShop scene no rar
3DS1308 - Dasshutsu Adventure - Zetsubou Yousai (Japan).rar,102.72 MB,2016-01-16 17:01,Rom Secen no rar
3DS0795 - Barbie Dreamhouse Party (Europe) (En).rar,102.65 MB,2016-01-09 3:01,Rom Secen no rar
z344 - Witch & Hero II (Europe) (eShop).zip,102.50 MB,2018-01-30 9:01,EShop scene no rar
3DS0446 - Adventure Time - Hey Ice King! Whyd You Steal Our Garbage!! (USA).rar,102.34 MB,2016-01-06 0:01,Rom Secen no rar
z357 - Witch & Hero II (USA) (eShop).zip,102.32 MB,2018-01-30 9:01,EShop scene no rar
3DS1647 - Poochy & Yoshis Woolly World (USA).rar,1017.39 MB,2017-02-15 22:02,Rom Secen no rar
3DS1635 - Kunio-kun Nekketsu Complete - Famicom-Hen (Japan).rar,101.28 MB,2017-02-05 15:02,Rom Secen no rar
3DS0922 - Chibi Devi (Japan).rar,101.11 MB,2016-01-11 2:01,Rom Secen no rar
"3DS0953 - Shoshinsha kara Nippon Ichi made - Soroban, Anzan, Flash Anzan (Japan).rar",101.11 MB,2016-01-11 3:01,Rom Secen no rar
3DS0150 - Face Racers Photo Finish (Usa).rar,101.06 MB,2016-01-02 22:01,Rom Secen no rar
3DS1653 - Poochy! to Yoshi Wool World (Japan).rar,1009.49 MB,2017-03-03 12:03,Rom Secen no rar
3DS0258 - Kingdom Hearts 3D - Dream Drop Distance (Usa).rar,1003.03 MB,2016-01-04 7:01,Rom Secen no rar
3DS1322 - Garfield Kart (Usa).rar,100.96 MB,2016-01-16 17:01,Rom Secen no rar
z146 - Q (Japan) (eShop).zip,100.83 MB,2016-05-03 2:05,EShop scene no rar
3DS1225 - Nashijiru Busha Funassyi vs Dragons (Japan).rar,100.63 MB,2016-01-15 16:01,Rom Secen no rar
3DS0151 - Gabrielles Ghostly Groove 3D (Usa).rar,100.56 MB,2016-01-02 22:01,Rom Secen no rar
3DS0969 - How to Train Your Dragon 2 (USA).rar,100.56 MB,2016-01-11 4:01,Rom Secen no rar
3DS1429 - Chao Illust Club (Japan).zip,100.26 MB,2016-05-02 10:05,Rom Secen no rar
z260 - Picross e (USA) (eShop).zip,10.68 MB,2016-05-03 2:05,EShop scene no rar
"0031 - Pyramids (Europe) (En,Fr,De,Es,It,Nl) (Proto) (eShop).zip",10.42 MB,2016-03-03 13:03,EShop scene no rar
0083 - Mighty Gunvolt (USA) (eShop).zip,10.23 MB,2016-03-03 13:03,EShop scene no rar
z059 - Mighty Gunvolt (Japan) (eShop).zip,10.22 MB,2016-03-03 18:03,EShop scene no rar
"z128 - Metroid Fusion (Europe) (En,Fr,De,Es,It) (GBA) (Virtual Console).zip",10.10 MB,2016-05-03 2:05,EShop scene no rar
3DS0521 - Hatsune Miku - Project Mirai 2 (jp).rar,1.91 GB,2016-01-06 23:01,Rom Secen no rar
3DS1492 - Shin Megami Tensei IV - Final (Japan).rar,1.88 GB,2017-02-05 0:02,Rom Secen no rar
3DS0076 - WWE All Stars (Usa).rar,1.84 GB,2016-01-02 2:01,Rom Secen no rar
"3DS0089 - WWE All Stars (Europe)(En,Fr,Ge,It,Es).rar",1.84 GB,2016-01-02 3:01,Rom Secen no rar
3DS0355 - Bravely Default Flying Fairy (Japan).rar,1.84 GB,2016-01-04 23:01,Rom Secen no rar
3DS0429 - Shin Megami Tensei - Devil Summoner - Soul Hackers (Usa).rar,1.84 GB,2016-01-06 0:01,Rom Secen no rar
3DS0625 - Shin Megami Tensei - Devil Summoner - Soul Hackers(Europe)(En).rar,1.84 GB,2016-01-08 1:01,Rom Secen no rar
3DS1532 - Youkai Watch 2 - Shinuchi (Japan) (Rev 1).rar,1.83 GB,2017-02-05 4:02,Rom Secen no rar
3DS0234 - Senran Kagura Burst - Guren no Shoujotachi (Japan).rar,1.82 GB,2016-01-04 5:01,Rom Secen no rar
3DS1597 - Yo-Kai Watch 2 - Bony Spirits (Australia).rar,1.82 GB,2017-02-05 5:02,Rom Secen no rar
3DS1598 - Yo-Kai Watch 2 - Fleshy Souls (Australia).rar,1.82 GB,2017-02-05 5:02,Rom Secen no rar
3DS0373 - Shin Megami Tensei IV (Cn).rar,1.81 GB,2016-01-05 0:01,Rom Secen no rar
3DS0654 - Dragon Quest Monsters 2 - Iru to Ruka no Fushigi na Fushigi na Kagi (Japan).rar,1.81 GB,2016-01-08 2:01,Rom Secen no rar
3DS1575 - Yo-Kai Watch 2 - Fleshy Souls (USA).rar,1.81 GB,2017-02-05 4:02,Rom Secen no rar
3DS1576 - Yo-Kai Watch 2 - Bony Spirits (USA)..rar,1.81 GB,2017-02-05 5:02,Rom Secen no rar
3DS0396 - Time Travelers (Japan).rar,1.80 GB,2016-01-05 1:01,Rom Secen no rar
"3DS1522 - Pokemon Omega Ruby (Korea) (En,Ja,Fr,De,Es,It,Ko) (Rev 2).rar",1.80 GB,2017-02-05 4:02,Rom Secen no rar
"3DS1523 - Pokemon Alpha Sapphire (Korea) (En,Ja,Fr,De,Es,It,Ko) (Rev 2).rar",1.80 GB,2017-02-05 4:02,Rom Secen no rar
"3DS0201 - Kingdom Hearts 3D - Dream Drop Distance (Europe) (En,Fr,Ge).rar",1.79 GB,2016-01-04 3:01,Rom Secen no rar
"3DS0240 - Monster Hunter 3 Ultimate (Europe)(En,Fr,Ge,It,Es).rar",1.78 GB,2016-01-04 5:01,Rom Secen no rar
3DS0256 - Monster Hunter 3 Ultimate (Usa).rar,1.78 GB,2016-01-04 7:01,Rom Secen no rar
3DS0414 - Shin Megami Tensei IV 3DS (Usa).rar,1.78 GB,2016-01-05 23:01,Rom Secen no rar
3DS0204 - Kingdom Hearts 3D - Dream Drop Distance (Japan).rar,1.77 GB,2016-01-04 3:01,Rom Secen no rar
3DS0531 - Shingeki no Kyoujin - Jinrui Saigo no Tsubasa (JP).rar,1.76 GB,2016-01-07 0:01,Rom Secen no rar
"3DS1641 - Super Smash Bros. for Nintendo 3DS (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (Rev 10).rar",1.76 GB,2017-02-05 16:02,Rom Secen no rar
"3DS1452 - Pokemon Super Mystery Dungeon (Europe) (En,Fr,De,Es,It).zip",1.75 GB,2016-05-02 11:05,Rom Secen no rar
z003 - Shin Megami Tensei IV (Europe) (eShop).zip,1.75 GB,2016-03-03 17:03,EShop scene no rar
z093 - Shin Megami Tensei IV (Europe) (eShop).zip,1.75 GB,2016-05-03 1:05,EShop scene no rar
"3DS1447 - Super Smash Bros. for Nintendo 3DS (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (Rev 5).zip",1.74 GB,2016-05-02 11:05,Rom Secen no rar
3DS1456 - Fire Emblem Fates - Special Edition (USA).zip,1.74 GB,2016-05-02 11:05,Rom Secen no rar
3DS1496 - Monster Hunter 3G (Japan) (Rev 1).rar,1.74 GB,2017-02-05 0:02,Rom Secen no rar
3DS0121 - Monster Hunter 3G (Japan).rar,1.73 GB,2016-01-02 21:01,Rom Secen no rar
3DS0409 - Monster Hunter 4 (Japan).rar,1.73 GB,2016-01-05 23:01,Rom Secen no rar
3DS0643 - Senran Kagura Burst(Europe)(En).rar,1.73 GB,2016-01-08 2:01,Rom Secen no rar
"3DS0011 - Super Street Fighter IV - 3D Edition (Europe) (En,Fr,Ge,It,Es) .rar",1.72 GB,2016-01-01 21:01,Rom Secen no rar
3DS0221 - Sengoku Musou Chronicle 2nd (Japan).rar,1.72 GB,2016-01-04 4:01,Rom Secen no rar
"3DS0451 - Pokemon Y (Europe) (En,Ja,Fr,De,Es,It,Ko).rar",1.72 GB,2016-01-06 0:01,Rom Secen no rar
3DS0528 - Pokemon X (JP).rar,1.72 GB,2016-01-06 23:01,Rom Secen no rar
3DS0529 - Pokemon Y (JP).rar,1.72 GB,2016-01-06 23:01,Rom Secen no rar
3DS1427 - Medarot 9 - Kabuto Ver. (Japan).zip,1.72 GB,2016-05-02 10:05,Rom Secen no rar
3DS1428 - Medarot 9 - Kuwagata Ver. (Japan).zip,1.72 GB,2016-05-02 10:05,Rom Secen no rar
"3DS0134 - Kid Icarus Uprising (Europe) (En,Fr,Ge,It,Es).rar",1.71 GB,2016-01-02 22:01,Rom Secen no rar
3DS0235 - Tales Of the Abyss (Japan).rar,1.71 GB,2016-01-04 5:01,Rom Secen no rar
"3DS1520 - Pokemon X (Korea) (En,Ja,Fr,De,Es,It,Ko).rar",1.71 GB,2017-02-05 4:02,Rom Secen no rar
"3DS1521 - Pokemon Y (Korea) (En,Ja,Fr,De,Es,It,Ko).rar",1.71 GB,2017-02-05 4:02,Rom Secen no rar
3DS1527 - Monster Hunter 4 (Korea).rar,1.71 GB,2017-02-05 4:02,Rom Secen no rar
"3DS1832 - Yo-Kai Watch Blasters - White Dog Squad (USA) (En,Fr,Sp).rar",1.71 GB,2019-01-27 20:01,Rom Secen no rar
"3DS1833 - Yo-Kai Watch Blasters - Red Cat Corps (USA) (En,Fr,Sp).rar",1.71 GB,2019-01-27 20:01,Rom Secen no rar
"3DS1563 - Pokemon X (Taiwan) (En,Ja,Fr,De,Es,It,Ko).rar",1.70 GB,2017-02-05 4:02,Rom Secen no rar
"3DS1564 - Pokemon Y (Taiwan) (En,Ja,Fr,De,Es,It,Ko).rar",1.70 GB,2017-02-05 4:02,Rom Secen no rar
0549 - Senran Kagura Burst (USA) (eShop).zip,1.70 GB,2016-03-03 17:03,EShop scene no rar
"3DS0013 - Splinter Cell 3D (Europe) (En,Fr,Ge,It,Es).rar",1.69 GB,2016-01-01 23:01,Rom Secen no rar
3DS0540 - Nintendo.3DS.Guide.Louvre(KOR).rar,1.68 GB,2016-01-07 1:01,Rom Secen no rar
3DS1593 - Monster Hunter Stories (Japan).rar,1.68 GB,2017-02-05 5:02,Rom Secen no rar
3DS1573 - Sonic Boom - Fire & Ice (USA).rar,1.66 GB,2017-02-05 5:02,Rom Secen no rar
3DS1600 - Sonic Toon - Fire and Ice (Japan).rar,1.66 GB,2017-02-05 5:02,Rom Secen no rar
3DS0037 - Super Street Fighter IV 3D Edition (U).rar,1.65 GB,2016-01-02 1:01,Rom Secen no rar
3DS0357 - New Love Plus (Japan).rar,1.65 GB,2016-01-04 23:01,Rom Secen no rar
3DS0539 - Nintendo.3DS.Guide.Louvre.(JPN).rar,1.65 GB,2016-01-07 0:01,Rom Secen no rar
"3DS0623 - Inazuma Eleven 3 - Team Ogre Attacks(EUR)(En,Fr,De).rar",1.65 GB,2016-01-08 1:01,Rom Secen no rar
"3DS0664 - Professor Layton vs Phoenix Wright - Ace Attorney (Europe) (En,Fr,De,Nl).rar",1.65 GB,2016-01-08 3:01,Rom Secen no rar
3DS1556 - 12-Sai. Koisuru Diary (Japan).rar,1.65 GB,2017-02-05 4:02,Rom Secen no rar
"3DS0476 - Inazuma Eleven 3 - Bomb Blast (Europe)(En,Fr,Ge).rar",1.64 GB,2016-01-06 1:01,Rom Secen no rar
"3DS0477 - Inazuma Eleven 3 Lightning Bolt (Europe)(En,Fr,Ge).rar",1.64 GB,2016-01-06 1:01,Rom Secen no rar
3DS0505 - Moe Moe Daisensou - Gendaiban 3D (Japan).rar,1.64 GB,2016-01-06 22:01,Rom Secen no rar
3DS0680 - New Love Plus Plus (Japan).rar,1.64 GB,2016-01-08 3:01,Rom Secen no rar
3DS1558 - Tetsudou Nippon! Rosen Tabi - Kikansha Thomas Hen - Ooigawa Tetsudou wo Hashirou! (Japan).rar,1.64 GB,2017-02-05 4:02,Rom Secen no rar
3DS1504 - Fire Emblem Fates - Conquest (Europe).rar,1.63 GB,2017-02-05 0:02,Rom Secen no rar
3DS0553 - Danball Senki W_Chou Custom JON 3DS (jp).rar,1.62 GB,2016-01-07 1:01,Rom Secen no rar
3DS0670 - Tetsudou Nippon! Rosen Tabi - Nagaragawa Tetsudou Hen (Japan).rar,1.62 GB,2016-01-08 3:01,Rom Secen no rar
3DS0143 - Kid Icarus Uprising (Usa).rar,1.61 GB,2016-01-02 22:01,Rom Secen no rar
"3DS0704 - New Style Boutique (Europe) (En,Fr,De,Es,It).rar",1.61 GB,2016-01-08 22:01,Rom Secen no rar
3DS0513 - Danball Senki Baku Boost (Japan).rar,1.60 GB,2016-01-06 23:01,Rom Secen no rar
3DS1547 - 7th Dragon III Code - VFD (USA).rar,1.60 GB,2017-02-05 4:02,Rom Secen no rar
3DS1827 - Danball Senki Baku Boost (Japan).rar,1.60 GB,2019-01-27 20:01,Rom Secen no rar
"0021 - LEGO Movie Videogame, The - Update 1.1 (Europe) (En,Fr,Es,It,Nl,Da).zip",1.59 MB,2016-03-03 13:03,EShop scene no rar
3DS0065 - Super Street Fighter IV - 3D Edition (Japan).rar,1.59 GB,2016-01-02 2:01,Rom Secen no rar
3DS0443 - The Amazing Spider-Man (Usa).rar,1.59 GB,2016-01-06 0:01,Rom Secen no rar
3DS0537 - Nintendo.3DS.Guide.Louvre.(europe) (ge).rar,1.59 GB,2016-01-07 0:01,Rom Secen no rar
"3DS0982 - Amazing Spider-Man, The (Europe) (En,Es,It).rar",1.59 GB,2016-01-11 5:01,Rom Secen no rar
3DS1386 - 7th Dragon III Code - VFD (Japan).rar,1.59 GB,2016-01-16 22:01,Rom Secen no rar
"3DS1545 - Monster Hunter Generations (Europe) (En,Fr,De,Es,It).rar",1.59 GB,2017-02-05 4:02,Rom Secen no rar
"3DS0193 - The Amazing Spider-Man (Europe)(Fr,Ge).rar",1.58 GB,2016-01-02 23:01,Rom Secen no rar
3DS0027 - Tales of the Abyss (Europe) (En).rar,1.57 GB,2016-01-02 0:01,Rom Secen no rar
3DS0081 - Fifa Soccer 12 (Usa).rar,1.57 GB,2016-01-02 3:01,Rom Secen no rar
3DS1459 - Fire Emblem Fates - Conquest (USA).zip,1.57 GB,2016-05-02 12:05,Rom Secen no rar
3DS1551 - Monster Hunter Generations (USA).rar,1.57 GB,2017-02-05 4:02,Rom Secen no rar
3DS0105 - Tales of the Abyss (Usa).rar,1.56 GB,2016-01-02 19:01,Rom Secen no rar
3DS0502 - FIFA Soccer 13 (Usa).rar,1.56 GB,2016-01-06 22:01,Rom Secen no rar
3DS1458 - Fire Emblem Fates - Birthright (USA).zip,1.56 GB,2016-05-02 12:05,Rom Secen no rar
z360 - 7th Dragon III Code - VFD (USA) (eShop).zip,1.56 GB,2018-01-30 9:01,EShop scene no rar
3DS0538 - Nintendo.3DS.Guide.Louvre (Europe ) (It).rar,1.55 GB,2016-01-07 0:01,Rom Secen no rar
3DS0645 - FIFA 14(USA).rar,1.55 GB,2016-01-08 2:01,Rom Secen no rar
"3DS1579 - Disney Magical World 2 (Europe) (En,Fr,De,Es,It).rar",1.55 GB,2017-02-05 5:02,Rom Secen no rar
3DS0390 - Inazuma Eleven Go - Shine (Japan).rar,1.54 GB,2016-01-05 1:01,Rom Secen no rar
3DS0536 - Nintendo.3DS.Guide.Louvre.(Europe) (Sp).rar,1.54 GB,2016-01-07 0:01,Rom Secen no rar
3DS0675 - Inazuma Eleven Go - Dark (Japan).rar,1.54 GB,2016-01-08 3:01,Rom Secen no rar
3DS1495 - Devil Survivor - Over Clock (Japan) (Rev 1).rar,1.54 GB,2017-02-05 0:02,Rom Secen no rar
0223 - Ikachan (USA) (eShop).zip,1.53 MB,2016-03-03 14:03,EShop scene no rar
3DS0676 - Pro Yakyuu Spirits 2011 (Japan).rar,1.53 GB,2016-01-08 3:01,Rom Secen no rar
"3DS1628 - Super Smash Bros. for Nintendo 3DS (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (Rev 4).rar",1.53 GB,2017-02-05 15:02,Rom Secen no rar
0019 - Shin Megami Tensei - Devil Survivor Overclocked - Update 1.1 (Europe).zip,1.52 MB,2016-03-03 13:03,EShop scene no rar
3DS0350 - Shin Hikari Shinwa - Parutena no Kagami (Japan) .rar,1.52 GB,2016-01-04 22:01,Rom Secen no rar
3DS0530 - Yu-Gi-Oh_Zexal_ _Gekitotsu Duel Carnival_(JP).rar,1.52 GB,2016-01-07 0:01,Rom Secen no rar
3DS1143 - Shingeki no Kyojin - Jinrui Saigo no Tsubasa CHAIN (Japan).rar,1.52 GB,2016-01-14 13:01,Rom Secen no rar
3DS1277 - Shin Rorona no Atelier Hajimari no Monogatari - Arland no Renkinjutsushi (Japan).rar,1.52 GB,2016-01-15 19:01,Rom Secen no rar
3DS1464 - Return to PopoloCrois - A Story of Seasons Fairytale (USA).zip,1.52 GB,2016-05-02 12:05,Rom Secen no rar
3DS1651 - Dragon Quest Monsters - Joker 3 Professional (Japan).rar,1.52 GB,2017-03-03 12:03,Rom Secen no rar
3DS0769 - Devil Survivor - Over Clock (Japan).rar,1.51 GB,2016-01-09 2:01,Rom Secen no rar
"3DS0181 - Rhythm Thief and the Emperors Treasure (Europe)(En,Fr,Ge,It,Es).rar",1.50 GB,2016-01-02 23:01,Rom Secen no rar
3DS0251 - Rhythm Thief & the Emperors Treasure (USA).rar,1.50 GB,2016-01-04 7:01,Rom Secen no rar
3DS0522 - One Piece - Unlimited World Red (jp).rar,1.50 GB,2016-01-06 23:01,Rom Secen no rar
3DS0534 - Nintendo.3DS.Guide.Louvre (Europe ) (eng).rar,1.50 GB,2016-01-07 0:01,Rom Secen no rar
"3DS0651 - FIFA 12 (Germany) (De,Es,It).rar",1.50 GB,2016-01-08 2:01,Rom Secen no rar
3DS0776 - Conception II (Japan).rar,1.50 GB,2016-01-09 2:01,Rom Secen no rar
"3DS1267 - Fossil Fighters - Frontier (Germany) (En,Fr,De,Es,It).rar",1.50 GB,2016-01-15 18:01,Rom Secen no rar
"3DS1347 - FIFA 12 (Germany) (De,Es,It) (Rev 1).rar",1.50 GB,2016-01-16 20:01,Rom Secen no rar
0553 - Shingeki no Kyojin - Humanity in Chains (Europe) (eShop).zip,1.50 GB,2016-03-03 17:03,EShop scene no rar
z002 - Attack on Titan - Humanity in Chains (USA) (eShop).zip,1.50 GB,2016-03-03 17:03,EShop scene no rar
z091 - Attack on Titan - Humanity in Chains (USA) (eShop).zip,1.50 GB,2016-05-03 1:05,EShop scene no rar
3DS0535 - Nintendo.3DS.Guide.Louvre.(Europe) (Fr).rar,1.49 GB,2016-01-07 0:01,Rom Secen no rar
3DS0559 - FIFA 14 (Europe).rar,1.48 GB,2016-01-07 2:01,Rom Secen no rar
3DS1014 - Soni Pro (Japan).rar,1.48 GB,2016-01-12 23:01,Rom Secen no rar
3DS1325 - Super Robot Taisen BX (Japan).rar,1.48 GB,2016-01-16 18:01,Rom Secen no rar
3DS1466 - Stella Glow (Europe).zip,1.48 GB,2016-05-02 12:05,Rom Secen no rar
3DS1857 - Kirbys.Extra.Epic.Yarn.EUR.MULTi5.3DS-TiNGO.rar,1.48 GB,2019-03-28 8:03,Rom Secen no rar
3DS1858 - Kirbys Extra Epic Yarn USA 3DS SUXXORS.rar,1.48 GB,2019-03-28 8:03,Rom Secen no rar
3DS1859 - Daisenryaku Daitoua Koboshi DX - Dainiji Sekai Taisen (Japan).rar,1.48 GB,2019-05-23 18:05,Rom Secen no rar
z321 - Return to PopoloCrois - A Story of Seasons Fairytale (Europe) (eShop).zip,1.48 GB,2016-05-03 3:05,EShop scene no rar
"3DS0029 - Thor - God of Thunder (Europe) (En,Fr,Ge,It,Es).rar",1.47 GB,2016-01-02 0:01,Rom Secen no rar
"3DS0077 - FIFA 12 (Europe) (En,Fr,Nl).rar",1.47 GB,2016-01-02 2:01,Rom Secen no rar
3DS0131 - Thor God of Thunder (Usa).rar,1.47 GB,2016-01-02 21:01,Rom Secen no rar
3DS0260 - Castlevania Lords of Shadow - Mirror of Fate (Usa).rar,1.46 GB,2016-01-04 7:01,Rom Secen no rar
"3DS0261 - Castlevania Lords of Shadow - Mirror of Fate (Europe)(En,Fr,Ge,It,Es).rar",1.46 GB,2016-01-04 7:01,Rom Secen no rar
"3DS0403 - FIFA 13 (Europe)(En,Fr,Nl).rar",1.46 GB,2016-01-05 23:01,Rom Secen no rar
3DS1856 - Keito_no_Kirby_Plus_JPN_3DS-HR.rar,1.46 GB,2019-03-28 8:03,Rom Secen no rar
"3DS0015 - Doctor Lautrec and the Forgotten Knights (Europe) (En,Fr,Ge,It,Es).rar",1.45 GB,2016-01-02 0:01,Rom Secen no rar
3DS0358 - Castlevania Lords of Shadow - Sadame no Makyou (Japan).rar,1.45 GB,2016-01-04 23:01,Rom Secen no rar
"3DS0455 - FIFA 14 (Europe)(En,Fr,Nl).rar",1.45 GB,2016-01-06 1:01,Rom Secen no rar
"3DS0103 - Tekken 3D - Prime Edition (Europe) (En,Fr,Ge,It,Es).rar",1.44 GB,2016-01-02 19:01,Rom Secen no rar
3DS0989 - Vitamin Z Revolution (Japan).rar,1.44 GB,2016-01-11 5:01,Rom Secen no rar
3DS0106 - Tekken 3D - Prime Edition (Usa).rar,1.43 GB,2016-01-02 19:01,Rom Secen no rar
3DS0360 - Dragon Quest VII Eden no Sen_achi (Japan).rar,1.41 GB,2016-01-04 23:01,Rom Secen no rar
"3DS0753 - Professor Layton vs. Phoenix Wright - Ace Attorney (Europe) (En,Es,It).rar",1.41 GB,2016-01-09 1:01,Rom Secen no rar
3DS1528 - Tekken 3D - Prime Edition (Korea).rar,1.41 GB,2017-02-05 4:02,Rom Secen no rar
3DS0078 - Samurai Warriors Chronicles (Usa).rar,1.40 GB,2016-01-02 3:01,Rom Secen no rar
3DS0122 - Doctor Lautrec and the Forgotten Knights (Usa).rar,1.40 GB,2016-01-02 20:01,Rom Secen no rar
3DS0140 - Samurai Warriors Chronicles (Europe) (En).rar,1.40 GB,2016-01-02 22:01,Rom Secen no rar
3DS0220 - Sengoku Musou Chronicle (Japan).rar,1.40 GB,2016-01-04 4:01,Rom Secen no rar
3DS0385 - Rune Factory 4 (Japan).rar,1.40 GB,2016-01-05 0:01,Rom Secen no rar
3DS0721 - Tekken 3D Prime Edition (Japan).rar,1.40 GB,2016-01-08 23:01,Rom Secen no rar
3DS0437 - Rune Factory 4 (Usa).rar,1.37 GB,2016-01-06 0:01,Rom Secen no rar
3DS0786 - Rhythm Kaitou R - Koutei Napoleon no Isan (Japan).rar,1.37 GB,2016-01-09 2:01,Rom Secen no rar
"3DS0012 - Dead or Alive - Dimensions 3D (Europe) (En,Fr,Ge,It,Es).rar",1.35 GB,2016-01-01 21:01,Rom Secen no rar
3DS0051 - Dead or Alive Dimensions (Usa).rar,1.35 GB,2016-01-02 1:01,Rom Secen no rar
3DS0397 - Dead or Alive - Dimensions (Japan).rar,1.35 GB,2016-01-05 1:01,Rom Secen no rar
3DS1580 - Disney Magical World 2 (USA).rar,1.35 GB,2017-02-05 5:02,Rom Secen no rar
3DS0807 - Kaseki Horider - Mugen Gear (Japan).rar,1.34 GB,2016-01-09 11:01,Rom Secen no rar
3DS0890 - Wagamama Fashion - GirlsMode - Yokubari Sengen! Tokimeki Up! (Japan).rar,1.34 GB,2016-01-09 14:01,Rom Secen no rar
3DS1210 - Fossil Fighters Frontier (Usa).rar,1.34 GB,2016-01-15 15:01,Rom Secen no rar
z078 - Rune Factory 4 (Europe) (eShop).zip,1.34 GB,2016-05-03 1:05,EShop scene no rar
3DS1613 - Tetsudou Nippon! Rosen Tabi - Aizu Tetsudou Hen (Japan).rar,1.33 GB,2017-02-05 5:02,Rom Secen no rar
3DS0416 - Style Savvy Trendsetters (Usa).rar,1.32 GB,2016-01-05 23:01,Rom Secen no rar
3DS0699 - Wagamama Fashion - Girls Mode - Yokubari Sengen (Japan).rar,1.32 GB,2016-01-08 4:01,Rom Secen no rar
3DS0079 - Tom Clancys Splinter Cell 3D (Usa).rar,1.30 GB,2016-01-02 3:01,Rom Secen no rar
"3DS1567 - Metroid Prime - Federation Force (Europe) (En,Fr,De,Es,It).rar",1.30 GB,2017-02-05 4:02,Rom Secen no rar
"3DS0038 - BlazBlue Continuum Shift II (Europe) ( En,Jp,Cor,Chn).rar",1.29 GB,2016-01-02 1:01,Rom Secen no rar
"3DS1487 - Yo-Kai Watch (Europe) (En,Fr,De,Es,It).rar",1.29 GB,2017-02-05 0:02,Rom Secen no rar
"3DS1560 - Metroid Prime - Federation Force (USA) (En,Fr,Es).rar",1.29 GB,2017-02-05 4:02,Rom Secen no rar
3DS1655 - Dairantou Smash Brothers for Nintendo 3DS (Japan) (Rev 3).rar,1.29 GB,2017-03-03 12:03,Rom Secen no rar
"3DS0470 - Sonic - Lost World (Europe)(En,Fr,Ge,It,Es).rar",1.28 GB,2016-01-06 1:01,Rom Secen no rar
3DS0061 - Blazblue - Continuum Shift II (Usa).rar,1.27 GB,2016-01-02 2:01,Rom Secen no rar
3DS1134 - Hero Bank 2 (Japan).rar,1.27 GB,2016-01-14 12:01,Rom Secen no rar
3DS1526 - Rodea the Sky Soldier (Korea).rar,1.27 GB,2017-02-05 4:02,Rom Secen no rar
3DS1234 - Rodea the Sky Soldier (Japan).rar,1.26 GB,2016-01-15 18:01,Rom Secen no rar
3DS1269 - Lord of Magna Maiden Heaven (U).rar,1.26 GB,2016-01-15 18:01,Rom Secen no rar
3DS0612 - Sonic - Lost World(USA).rar,1.25 GB,2016-01-08 1:01,Rom Secen no rar
3DS1553 - Puzzle & Dragons X - Kami no Shou (Japan).rar,1.25 GB,2017-02-05 4:02,Rom Secen no rar
"3DS1826 - Warioware Gold (Europe) (En,Fr,De,Es,It).zip",1.25 GB,2018-08-04 12:08,Rom Secen no rar
3DS1829 - Made in Wario Gorgeous (Japan).rar,1.24 GB,2019-01-27 20:01,Rom Secen no rar
3DS1831 - WarioWare Gold (USA).rar,1.24 GB,2018-08-30 12:08,Rom Secen no rar
3DS0806 - Conception II - Children of the Seven Stars (USA).rar,1.23 GB,2016-01-09 11:01,Rom Secen no rar
3DS1565 - Metroid Prime - Federation Force (Japan).rar,1.23 GB,2017-02-05 4:02,Rom Secen no rar
3DS0215 - Fire Emblem - Kakusei (Japan).rar,1.22 GB,2016-01-04 4:01,Rom Secen no rar
